,q_id,item_id,scenario_id,condition,qform,marker,continuation,prompt,conversation,context,speakerA,qud,speakerB,anchor,target,instruction,top1_response,top1_logprob,top2_response,top2_logprob,top3_response,top3_logprob,top4_response,top4_logprob,top5_response,top5_logprob
516,775,Fill20,44,whq-acc-negated,whq,acc,negated,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리를 짰어. 스웨터는 안 짰어. 위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리를 짰어. 스웨터는 안 짰어.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다.,찬미,종석이는 뭘 짰어?,현경,목도리를 짰어.,스웨터는 안 짰어.,위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.18113652,4,-2.4780116,5,-3.0248866,6,-4.0717616,1,-4.7280116
517,776,Fill20,44,whq-acc-repeated,whq,acc,repeated,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리를 짰어. 스웨터도 짰어. 위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리를 짰어. 스웨터도 짰어.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다.,찬미,종석이는 뭘 짰어?,현경,목도리를 짰어.,스웨터도 짰어.,위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.5864486,7,-1.6645737,4,-1.8208237,5,-3.2583237,3,-4.3364487
518,777,Fill20,44,whq-acc-contradictory,whq,acc,contradictory,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리를 짰어. 스웨터만 짰어. 위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리를 짰어. 스웨터만 짰어.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다.,찬미,종석이는 뭘 짰어?,현경,목도리를 짰어.,스웨터만 짰어.,위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.011187522,\xed\x98,-5.0580626,2,-6.1518126,3,-7.2924376,이,-7.4643126
519,778,Fill20,44,whq-nun-negated,whq,nun,negated,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리는 짰어. 스웨터는 안 짰어. 위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리는 짰어. 스웨터는 안 짰어.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다.,찬미,종석이는 뭘 짰어?,현경,목도리는 짰어.,스웨터는 안 짰어.,위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.07778366,6,-3.2496586,5,-4.2340336,\xed\x98,-4.3746586,대,-6.1246586
520,779,Fill20,44,whq-nun-repeated,whq,nun,repeated,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리는 짰어. 스웨터도 짰어. 위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리는 짰어. 스웨터도 짰어.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다.,찬미,종석이는 뭘 짰어?,현경,목도리는 짰어.,스웨터도 짰어.,위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.8226959,4,-1.385196,5,-1.885196,1,-2.822696,6,-3.307071
521,780,Fill20,44,whq-nun-contradictory,whq,nun,contradictory,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리는 짰어. 스웨터만 짰어. 위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리는 짰어. 스웨터만 짰어.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다.,찬미,종석이는 뭘 짰어?,현경,목도리는 짰어.,스웨터만 짰어.,위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.0328496,\xed\x98,-4.173475,3,-5.235975,2,-5.267225,4,-5.798475
522,784,Fill20,44,linkedq-acc-negated,linkedq,acc,negated,찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리를 짰어. 스웨터는 안 짰어. 위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리를 짰어. 스웨터는 안 짰어.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다.,찬미,종석이는 목도리랑 스웨터 중에 뭘 짰어?,현경,목도리를 짰어.,스웨터는 안 짰어.,위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.0032046887,6,-6.14383,5,-7.784455,\xed\x98,-8.284454,1,-9.331329
523,785,Fill20,44,linkedq-acc-repeated,linkedq,acc,repeated,찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리를 짰어. 스웨터도 짰어. 위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리를 짰어. 스웨터도 짰어.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다.,찬미,종석이는 목도리랑 스웨터 중에 뭘 짰어?,현경,목도리를 짰어.,스웨터도 짰어.,위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.23916143,5,-2.3641615,6,-2.5047865,4,-3.5672865,3,-6.1922865
524,786,Fill20,44,linkedq-acc-contradictory,linkedq,acc,contradictory,찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리를 짰어. 스웨터만 짰어. 위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리를 짰어. 스웨터만 짰어.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다.,찬미,종석이는 목도리랑 스웨터 중에 뭘 짰어?,현경,목도리를 짰어.,스웨터만 짰어.,위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.0013434468,\xed\x98,-7.4857183,2,-7.7200933,3,-9.766969,이,-9.891969
525,787,Fill20,44,linkedq-nun-negated,linkedq,nun,negated,찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리는 짰어. 스웨터는 안 짰어. 위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리는 짰어. 스웨터는 안 짰어.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다.,찬미,종석이는 목도리랑 스웨터 중에 뭘 짰어?,현경,목도리는 짰어.,스웨터는 안 짰어.,위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.009455721,6,-5.4313307,\xed\x98,-6.1500807,대,-6.8844557,5,-7.0875807
526,788,Fill20,44,linkedq-nun-repeated,linkedq,nun,repeated,찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리는 짰어. 스웨터도 짰어. 위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리는 짰어. 스웨터도 짰어.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다.,찬미,종석이는 목도리랑 스웨터 중에 뭘 짰어?,현경,목도리는 짰어.,스웨터도 짰어.,위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.09259434,6,-3.4519694,5,-3.8582194,1,-4.264469,4,-4.795719
527,789,Fill20,44,linkedq-nun-contradictory,linkedq,nun,contradictory,찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리는 짰어. 스웨터만 짰어. 위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리는 짰어. 스웨터만 짰어.,찬미는 종석이와 현경이가 목도리와 스웨터를 짜기로 했다는 것을 알고 있습니다.,찬미,종석이는 목도리랑 스웨터 중에 뭘 짰어?,현경,목도리는 짰어.,스웨터만 짰어.,위의 대화에서 현경이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.0029022356,\xed\x98,-6.362277,2,-7.456027,이,-9.018527,3,-9.440402
528,793,Fill21,45,whq-acc-negated,whq,acc,negated,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다. 영은: 재범이는 뭘 외웠어? 시은: 대사를 외웠어. 노래 가사는 못 외웠어. 위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다. 영은: 재범이는 뭘 외웠어? 시은: 대사를 외웠어. 노래 가사는 못 외웠어.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다.,영은,재범이는 뭘 외웠어?,시은,대사를 외웠어.,노래 가사는 못 외웠어.,위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.18725283,6,-2.4685028,5,-3.2653778,시,-4.062253,4,-4.390378
529,794,Fill21,45,whq-acc-repeated,whq,acc,repeated,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다. 영은: 재범이는 뭘 외웠어? 시은: 대사를 외웠어. 노래 가사도 외웠어. 위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다. 영은: 재범이는 뭘 외웠어? 시은: 대사를 외웠어. 노래 가사도 외웠어.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다.,영은,재범이는 뭘 외웠어?,시은,대사를 외웠어.,노래 가사도 외웠어.,위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.3829985,4,-1.6329985,5,-2.9767485,6,-3.3986235,시,-4.0079985
530,795,Fill21,45,whq-acc-contradictory,whq,acc,contradictory,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다. 영은: 재범이는 뭘 외웠어? 시은: 대사를 외웠어. 노래 가사만 외웠어. 위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다. 영은: 재범이는 뭘 외웠어? 시은: 대사를 외웠어. 노래 가사만 외웠어.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다.,영은,재범이는 뭘 외웠어?,시은,대사를 외웠어.,노래 가사만 외웠어.,위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.041879497,2,-4.2606297,시,-4.2918797,3,-4.8856297,4,-5.9793797
531,796,Fill21,45,whq-nun-negated,whq,nun,negated,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다. 영은: 재범이는 뭘 외웠어? 시은: 대사는 외웠어. 노래 가사는 못 외웠어. 위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다. 영은: 재범이는 뭘 외웠어? 시은: 대사는 외웠어. 노래 가사는 못 외웠어.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다.,영은,재범이는 뭘 외웠어?,시은,대사는 외웠어.,노래 가사는 못 외웠어.,위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-1.0980461,5,-1.2699211,4,-1.4105461,6,-2.363671,시,-3.801171
532,797,Fill21,45,whq-nun-repeated,whq,nun,repeated,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다. 영은: 재범이는 뭘 외웠어? 시은: 대사는 외웠어. 노래 가사도 외웠어. 위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다. 영은: 재범이는 뭘 외웠어? 시은: 대사는 외웠어. 노래 가사도 외웠어.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다.,영은,재범이는 뭘 외웠어?,시은,대사는 외웠어.,노래 가사도 외웠어.,위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.1617207,5,-2.8335958,6,-2.9898458,시,-3.8335958,4,-4.4117208
533,798,Fill21,45,whq-nun-contradictory,whq,nun,contradictory,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다. 영은: 재범이는 뭘 외웠어? 시은: 대사는 외웠어. 노래 가사만 외웠어. 위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다. 영은: 재범이는 뭘 외웠어? 시은: 대사는 외웠어. 노래 가사만 외웠어.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다.,영은,재범이는 뭘 외웠어?,시은,대사는 외웠어.,노래 가사만 외웠어.,위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.25034425,4,-1.9378443,3,-3.5003443,시,-3.8128443,2,-4.6409693
534,802,Fill21,45,linkedq-acc-negated,linkedq,acc,negated,영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사를 외웠어. 노래 가사는 못 외웠어. 위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사를 외웠어. 노래 가사는 못 외웠어.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다.,영은,재범이는 대사랑 노래 가사 중에 뭘 외웠어?,시은,대사를 외웠어.,노래 가사는 못 외웠어.,위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.51447684,5,-1.4676018,6,-2.0926018,4,-3.4832268,시,-5.155102
535,803,Fill21,45,linkedq-acc-repeated,linkedq,acc,repeated,영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사를 외웠어. 노래 가사도 외웠어. 위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사를 외웠어. 노래 가사도 외웠어.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다.,영은,재범이는 대사랑 노래 가사 중에 뭘 외웠어?,시은,대사를 외웠어.,노래 가사도 외웠어.,위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.24367443,5,-2.4936745,6,-2.6967995,4,-3.3842995,1,-4.2280493
536,804,Fill21,45,linkedq-acc-contradictory,linkedq,acc,contradictory,영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사를 외웠어. 노래 가사만 외웠어. 위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사를 외웠어. 노래 가사만 외웠어.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다.,영은,재범이는 대사랑 노래 가사 중에 뭘 외웠어?,시은,대사를 외웠어.,노래 가사만 외웠어.,위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.04572217,3,-4.389472,4,-4.576972,시,-4.983222,2,-5.014472
537,805,Fill21,45,linkedq-nun-negated,linkedq,nun,negated,영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사는 외웠어. 노래 가사는 못 외웠어. 위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사는 외웠어. 노래 가사는 못 외웠어.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다.,영은,재범이는 대사랑 노래 가사 중에 뭘 외웠어?,시은,대사는 외웠어.,노래 가사는 못 외웠어.,위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.18605906,6,-2.107934,5,-3.342309,4,-4.857934,시,-6.232934
538,806,Fill21,45,linkedq-nun-repeated,linkedq,nun,repeated,영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사는 외웠어. 노래 가사도 외웠어. 위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사는 외웠어. 노래 가사도 외웠어.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다.,영은,재범이는 대사랑 노래 가사 중에 뭘 외웠어?,시은,대사는 외웠어.,노래 가사도 외웠어.,위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.057394963,6,-3.54177,5,-4.29177,시,-5.151145,해,-6.13552
539,807,Fill21,45,linkedq-nun-contradictory,linkedq,nun,contradictory,영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사는 외웠어. 노래 가사만 외웠어. 위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사는 외웠어. 노래 가사만 외웠어.,영은이는 재범이와 시은이가 대사와 노래 가사를 외워야 했다는 것을 알고 있습니다.,영은,재범이는 대사랑 노래 가사 중에 뭘 외웠어?,시은,대사는 외웠어.,노래 가사만 외웠어.,위의 대화에서 시은이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.35864222,4,-2.061767,2,-2.764892,3,-2.764892,5,-3.796142
