,q_id,item_id,scenario_id,condition,qform,marker,continuation,prompt,context,speakerA,qud,speakerB,anchor,target,raw_logprob,normalized_logprob,normalized_surprisal
325,650,Fill13,37,whq-acc-repeated,whq,acc,repeated,민재는 소영이와 서현이가 가이드북과 인터넷을 찾아보기로 했다는 것을 알고 있습니다. 민재: 소영이는 뭘 찾아봤어? 서현: 가이드북을 찾아봤어. 인터넷도 찾아봤어.,민재는 소영이와 서현이가 가이드북과 인터넷을 찾아보기로 했다는 것을 알고 있습니다.,민재,소영이는 뭘 찾아봤어?,서현,가이드북을 찾아봤어.,인터넷도 찾아봤어.,-71.06332623292415,-11.84388770548736,17.087118057552377
326,651,Fill13,37,whq-acc-contradictory,whq,acc,contradictory,민재는 소영이와 서현이가 가이드북과 인터넷을 찾아보기로 했다는 것을 알고 있습니다. 민재: 소영이는 뭘 찾아봤어? 서현: 가이드북을 찾아봤어. 인터넷만 찾아봤어.,민재는 소영이와 서현이가 가이드북과 인터넷을 찾아보기로 했다는 것을 알고 있습니다.,민재,소영이는 뭘 찾아봤어?,서현,가이드북을 찾아봤어.,인터넷만 찾아봤어.,-65.43922323305159,-10.9065372055086,15.734807139658228
327,652,Fill13,37,whq-nun-negated,whq,nun,negated,민재는 소영이와 서현이가 가이드북과 인터넷을 찾아보기로 했다는 것을 알고 있습니다. 민재: 소영이는 뭘 찾아봤어? 서현: 가이드북은 찾아봤어. 인터넷은 안 찾아봤어.,민재는 소영이와 서현이가 가이드북과 인터넷을 찾아보기로 했다는 것을 알고 있습니다.,민재,소영이는 뭘 찾아봤어?,서현,가이드북은 찾아봤어.,인터넷은 안 찾아봤어.,-81.30967783399697,-11.615668261999568,16.7578669981981
328,653,Fill13,37,whq-nun-repeated,whq,nun,repeated,민재는 소영이와 서현이가 가이드북과 인터넷을 찾아보기로 했다는 것을 알고 있습니다. 민재: 소영이는 뭘 찾아봤어? 서현: 가이드북은 찾아봤어. 인터넷도 찾아봤어.,민재는 소영이와 서현이가 가이드북과 인터넷을 찾아보기로 했다는 것을 알고 있습니다.,민재,소영이는 뭘 찾아봤어?,서현,가이드북은 찾아봤어.,인터넷도 찾아봤어.,-70.86847656809974,-11.811412761349956,17.0402666166922
329,654,Fill13,37,whq-nun-contradictory,whq,nun,contradictory,민재는 소영이와 서현이가 가이드북과 인터넷을 찾아보기로 했다는 것을 알고 있습니다. 민재: 소영이는 뭘 찾아봤어? 서현: 가이드북은 찾아봤어. 인터넷만 찾아봤어.,민재는 소영이와 서현이가 가이드북과 인터넷을 찾아보기로 했다는 것을 알고 있습니다.,민재,소영이는 뭘 찾아봤어?,서현,가이드북은 찾아봤어.,인터넷만 찾아봤어.,-70.00689564541277,-11.667815940902129,16.833100195944695
330,655,Fill13,37,whq-zero-negated,whq,zero,negated,민재는 소영이와 서현이가 가이드북과 인터넷을 찾아보기로 했다는 것을 알고 있습니다. 민재: 소영이는 뭘 찾아봤어? 서현: 가이드북 찾아봤어. 인터넷은 안 찾아봤어.,민재는 소영이와 서현이가 가이드북과 인터넷을 찾아보기로 했다는 것을 알고 있습니다.,민재,소영이는 뭘 찾아봤어?,서현,가이드북 찾아봤어.,인터넷은 안 찾아봤어.,-80.55993728127153,-11.508562468753077,16.603346001430907
331,656,Fill13,37,whq-zero-repeated,whq,zero,repeated,민재는 소영이와 서현이가 가이드북과 인터넷을 찾아보기로 했다는 것을 알고 있습니다. 민재: 소영이는 뭘 찾아봤어? 서현: 가이드북 찾아봤어. 인터넷도 찾아봤어.,민재는 소영이와 서현이가 가이드북과 인터넷을 찾아보기로 했다는 것을 알고 있습니다.,민재,소영이는 뭘 찾아봤어?,서현,가이드북 찾아봤어.,인터넷도 찾아봤어.,-70.71803491678024,-11.786339152796709,17.004093045975235
332,657,Fill13,37,whq-zero-contradictory,whq,zero,contradictory,민재는 소영이와 서현이가 가이드북과 인터넷을 찾아보기로 했다는 것을 알고 있습니다. 민재: 소영이는 뭘 찾아봤어? 서현: 가이드북 찾아봤어. 인터넷만 찾아봤어.,민재는 소영이와 서현이가 가이드북과 인터넷을 찾아보기로 했다는 것을 알고 있습니다.,민재,소영이는 뭘 찾아봤어?,서현,가이드북 찾아봤어.,인터넷만 찾아봤어.,-64.68145127283309,-10.780241878805514,15.552601498136235
333,667,Fill14,38,whq-acc-negated,whq,acc,negated,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다. 재경: 은아는 뭘 닦았어? 가람: 창문을 닦았어. 바닥은 안 닦았어.,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다.,재경,은아는 뭘 닦았어?,가람,창문을 닦았어.,바닥은 안 닦았어.,-85.388474901469,-12.198353557352714,17.598504184203005
334,668,Fill14,38,whq-acc-repeated,whq,acc,repeated,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다. 재경: 은아는 뭘 닦았어? 가람: 창문을 닦았어. 바닥도 닦았어.,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다.,재경,은아는 뭘 닦았어?,가람,창문을 닦았어.,바닥도 닦았어.,-75.52867596606801,-12.588112661011335,18.160807710192625
335,669,Fill14,38,whq-acc-contradictory,whq,acc,contradictory,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다. 재경: 은아는 뭘 닦았어? 가람: 창문을 닦았어. 바닥만 닦았어.,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다.,재경,은아는 뭘 닦았어?,가람,창문을 닦았어.,바닥만 닦았어.,-74.87576736754625,-12.479294561257708,18.003816377319108
336,670,Fill14,38,whq-nun-negated,whq,nun,negated,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다. 재경: 은아는 뭘 닦았어? 가람: 창문은 닦았어. 바닥은 안 닦았어.,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다.,재경,은아는 뭘 닦았어?,가람,창문은 닦았어.,바닥은 안 닦았어.,-85.84967195942713,-12.264238851346732,17.69355657111569
337,671,Fill14,38,whq-nun-repeated,whq,nun,repeated,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다. 재경: 은아는 뭘 닦았어? 가람: 창문은 닦았어. 바닥도 닦았어.,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다.,재경,은아는 뭘 닦았어?,가람,창문은 닦았어.,바닥도 닦았어.,-75.75156913547039,-12.625261522578398,18.2144021885501
338,672,Fill14,38,whq-nun-contradictory,whq,nun,contradictory,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다. 재경: 은아는 뭘 닦았어? 가람: 창문은 닦았어. 바닥만 닦았어.,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다.,재경,은아는 뭘 닦았어?,가람,창문은 닦았어.,바닥만 닦았어.,-74.48764683579404,-12.414607805965671,17.91049311624809
339,673,Fill14,38,whq-zero-negated,whq,zero,negated,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다. 재경: 은아는 뭘 닦았어? 가람: 창문 닦았어. 바닥은 안 닦았어.,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다.,재경,은아는 뭘 닦았어?,가람,창문 닦았어.,바닥은 안 닦았어.,-84.9843385716416,-12.1406197959488,17.515211972933713
340,674,Fill14,38,whq-zero-repeated,whq,zero,repeated,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다. 재경: 은아는 뭘 닦았어? 가람: 창문 닦았어. 바닥도 닦았어.,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다.,재경,은아는 뭘 닦았어?,가람,창문 닦았어.,바닥도 닦았어.,-74.7038974972975,-12.450649582882916,17.962490409071425
341,675,Fill14,38,whq-zero-contradictory,whq,zero,contradictory,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다. 재경: 은아는 뭘 닦았어? 가람: 창문 닦았어. 바닥만 닦았어.,재경이는 은아와 가람이가 창문과 바닥을 닦기로 했다는 것을 알고 있습니다.,재경,은아는 뭘 닦았어?,가람,창문 닦았어.,바닥만 닦았어.,-74.23755432275217,-12.372925720458696,17.850358578193266
342,685,Fill15,39,whq-acc-negated,whq,acc,negated,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다. 도영: 채원이는 뭘 썼어? 덕환: 모자를 썼어. 선글라스는 안 썼어.,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다.,도영,채원이는 뭘 썼어?,덕환,모자를 썼어.,선글라스는 안 썼어.,-74.60936324031235,-12.434893873385391,17.939759725113657
343,686,Fill15,39,whq-acc-repeated,whq,acc,repeated,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다. 도영: 채원이는 뭘 썼어? 덕환: 모자를 썼어. 선글라스도 썼어.,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다.,도영,채원이는 뭘 썼어?,덕환,모자를 썼어.,선글라스도 썼어.,-62.46238601646273,-12.492477203292546,18.022834909608584
344,687,Fill15,39,whq-acc-contradictory,whq,acc,contradictory,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다. 도영: 채원이는 뭘 썼어? 덕환: 모자를 썼어. 선글라스만 썼어.,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다.,도영,채원이는 뭘 썼어?,덕환,모자를 썼어.,선글라스만 썼어.,-62.87120091978623,-12.574240183957246,18.140793956341845
345,688,Fill15,39,whq-nun-negated,whq,nun,negated,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다. 도영: 채원이는 뭘 썼어? 덕환: 모자는 썼어. 선글라스는 안 썼어.,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다.,도영,채원이는 뭘 썼어?,덕환,모자는 썼어.,선글라스는 안 썼어.,-74.81423606141607,-12.469039343569344,17.989021225616867
346,689,Fill15,39,whq-nun-repeated,whq,nun,repeated,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다. 도영: 채원이는 뭘 썼어? 덕환: 모자는 썼어. 선글라스도 썼어.,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다.,도영,채원이는 뭘 썼어?,덕환,모자는 썼어.,선글라스도 썼어.,-63.070227312151815,-12.614045462430363,18.198220834196217
347,690,Fill15,39,whq-nun-contradictory,whq,nun,contradictory,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다. 도영: 채원이는 뭘 썼어? 덕환: 모자는 썼어. 선글라스만 썼어.,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다.,도영,채원이는 뭘 썼어?,덕환,모자는 썼어.,선글라스만 썼어.,-63.16330104118737,-12.632660208237471,18.225076235659543
348,691,Fill15,39,whq-zero-negated,whq,zero,negated,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다. 도영: 채원이는 뭘 썼어? 덕환: 모자 썼어. 선글라스는 안 썼어.,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다.,도영,채원이는 뭘 썼어?,덕환,모자 썼어.,선글라스는 안 썼어.,-74.20777095098438,-12.367961825164064,17.84319719106821
349,692,Fill15,39,whq-zero-repeated,whq,zero,repeated,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다. 도영: 채원이는 뭘 썼어? 덕환: 모자 썼어. 선글라스도 썼어.,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다.,도영,채원이는 뭘 썼어?,덕환,모자 썼어.,선글라스도 썼어.,-61.24842922318121,-12.249685844636245,17.672561020504443
350,693,Fill15,39,whq-zero-contradictory,whq,zero,contradictory,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다. 도영: 채원이는 뭘 썼어? 덕환: 모자 썼어. 선글라스만 썼어.,도영이는 채원이와 덕환이가 모자와 선글라스를 쓸 수 있었다는 것을 알고 있습니다.,도영,채원이는 뭘 썼어?,덕환,모자 썼어.,선글라스만 썼어.,-62.32426348698144,-12.464852697396289,17.982981171945042
351,703,Fill16,40,whq-acc-negated,whq,acc,negated,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다. 예진: 다은이는 뭘 골랐어? 수연: 피자를 골랐어. 음료수는 안 골랐어.,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다.,예진,다은이는 뭘 골랐어?,수연,피자를 골랐어.,음료수는 안 골랐어.,-76.52632765288621,-12.754387942147702,18.40069223371048
352,704,Fill16,40,whq-acc-repeated,whq,acc,repeated,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다. 예진: 다은이는 뭘 골랐어? 수연: 피자를 골랐어. 음료수도 골랐어.,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다.,예진,다은이는 뭘 골랐어?,수연,피자를 골랐어.,음료수도 골랐어.,-64.441840784551,-12.8883681569102,18.59398482512557
353,705,Fill16,40,whq-acc-contradictory,whq,acc,contradictory,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다. 예진: 다은이는 뭘 골랐어? 수연: 피자를 골랐어. 음료수만 골랐어.,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다.,예진,다은이는 뭘 골랐어?,수연,피자를 골랐어.,음료수만 골랐어.,-61.09581685718343,-12.219163371436686,17.628526399783773
354,706,Fill16,40,whq-nun-negated,whq,nun,negated,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다. 예진: 다은이는 뭘 골랐어? 수연: 피자는 골랐어. 음료수는 안 골랐어.,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다.,예진,다은이는 뭘 골랐어?,수연,피자는 골랐어.,음료수는 안 골랐어.,-77.30386681711644,-12.88397780285274,18.58765088309913
355,707,Fill16,40,whq-nun-repeated,whq,nun,repeated,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다. 예진: 다은이는 뭘 골랐어? 수연: 피자는 골랐어. 음료수도 골랐어.,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다.,예진,다은이는 뭘 골랐어?,수연,피자는 골랐어.,음료수도 골랐어.,-64.0260626789316,-12.80521253578632,18.47401662290811
356,708,Fill16,40,whq-nun-contradictory,whq,nun,contradictory,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다. 예진: 다은이는 뭘 골랐어? 수연: 피자는 골랐어. 음료수만 골랐어.,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다.,예진,다은이는 뭘 골랐어?,수연,피자는 골랐어.,음료수만 골랐어.,-61.270619654571576,-12.254123930914314,17.67896382556885
357,709,Fill16,40,whq-zero-negated,whq,zero,negated,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다. 예진: 다은이는 뭘 골랐어? 수연: 피자 골랐어. 음료수는 안 골랐어.,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다.,예진,다은이는 뭘 골랐어?,수연,피자 골랐어.,음료수는 안 골랐어.,-76.02114319120719,-12.670190531867863,18.279221047444068
358,710,Fill16,40,whq-zero-repeated,whq,zero,repeated,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다. 예진: 다은이는 뭘 골랐어? 수연: 피자 골랐어. 음료수도 골랐어.,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다.,예진,다은이는 뭘 골랐어?,수연,피자 골랐어.,음료수도 골랐어.,-64.25302004869856,-12.850604009739712,18.539502677279312
359,711,Fill16,40,whq-zero-contradictory,whq,zero,contradictory,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다. 예진: 다은이는 뭘 골랐어? 수연: 피자 골랐어. 음료수만 골랐어.,예진이는 다은이와 수연이가 피자와 음료수를 고를 수 있었다는 것을 알고 있습니다.,예진,다은이는 뭘 골랐어?,수연,피자 골랐어.,음료수만 골랐어.,-60.110885202352335,-12.022177040470469,17.344335196975898
360,721,Fill17,41,whq-acc-negated,whq,acc,negated,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다. 은빈: 윤석이는 뭘 심었어? 상호: 장미를 심었어. 국화는 안 심었어.,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다.,은빈,윤석이는 뭘 심었어?,상호,장미를 심었어.,국화는 안 심었어.,-82.46150078215133,-11.780214397450193,16.995256891810158
361,722,Fill17,41,whq-acc-repeated,whq,acc,repeated,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다. 은빈: 윤석이는 뭘 심었어? 상호: 장미를 심었어. 국화도 심었어.,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다.,은빈,윤석이는 뭘 심었어?,상호,장미를 심었어.,국화도 심었어.,-74.02564809361952,-12.337608015603251,17.799405900542737
362,723,Fill17,41,whq-acc-contradictory,whq,acc,contradictory,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다. 은빈: 윤석이는 뭘 심었어? 상호: 장미를 심었어. 국화만 심었어.,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다.,은빈,윤석이는 뭘 심었어?,상호,장미를 심었어.,국화만 심었어.,-68.93722433199332,-11.489537388665552,16.575898612736125
363,724,Fill17,41,whq-nun-negated,whq,nun,negated,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다. 은빈: 윤석이는 뭘 심었어? 상호: 장미는 심었어. 국화는 안 심었어.,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다.,은빈,윤석이는 뭘 심었어?,상호,장미는 심었어.,국화는 안 심었어.,-85.62984803722827,-12.232835433889752,17.648251016483538
364,725,Fill17,41,whq-nun-repeated,whq,nun,repeated,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다. 은빈: 윤석이는 뭘 심었어? 상호: 장미는 심었어. 국화도 심었어.,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다.,은빈,윤석이는 뭘 심었어?,상호,장미는 심었어.,국화도 심었어.,-75.02523651430327,-12.504206085717213,18.039756110117818
365,726,Fill17,41,whq-nun-contradictory,whq,nun,contradictory,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다. 은빈: 윤석이는 뭘 심었어? 상호: 장미는 심었어. 국화만 심었어.,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다.,은빈,윤석이는 뭘 심었어?,상호,장미는 심었어.,국화만 심었어.,-70.05989478214089,-11.676649130356816,16.845843794566203
366,727,Fill17,41,whq-zero-negated,whq,zero,negated,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다. 은빈: 윤석이는 뭘 심었어? 상호: 장미 심었어. 국화는 안 심었어.,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다.,은빈,윤석이는 뭘 심었어?,상호,장미 심었어.,국화는 안 심었어.,-82.30979859369243,-11.758542656241776,16.96399117824135
367,728,Fill17,41,whq-zero-repeated,whq,zero,repeated,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다. 은빈: 윤석이는 뭘 심었어? 상호: 장미 심었어. 국화도 심었어.,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다.,은빈,윤석이는 뭘 심었어?,상호,장미 심었어.,국화도 심었어.,-73.08754845838065,-12.181258076396777,17.573840618606262
368,729,Fill17,41,whq-zero-contradictory,whq,zero,contradictory,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다. 은빈: 윤석이는 뭘 심었어? 상호: 장미 심었어. 국화만 심었어.,은빈이는 윤석이와 상호가 장미와 국화를 심기로 했다는 것을 알고 있습니다.,은빈,윤석이는 뭘 심었어?,상호,장미 심었어.,국화만 심었어.,-67.8135446946934,-11.302257449115569,16.305710772689373
369,739,Fill18,42,whq-acc-negated,whq,acc,negated,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다. 보람: 연아는 뭘 빚었어? 동현: 송편을 빚었어. 만두는 안 빚었어.,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다.,보람,연아는 뭘 빚었어?,동현,송편을 빚었어.,만두는 안 빚었어.,-85.96605068534421,-12.2808643836206,17.71754214407934
370,740,Fill18,42,whq-acc-repeated,whq,acc,repeated,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다. 보람: 연아는 뭘 빚었어? 동현: 송편을 빚었어. 만두도 빚었어.,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다.,보람,연아는 뭘 빚었어?,동현,송편을 빚었어.,만두도 빚었어.,-74.7378319088318,-12.456305318138632,17.970649910277427
371,741,Fill18,42,whq-acc-contradictory,whq,acc,contradictory,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다. 보람: 연아는 뭘 빚었어? 동현: 송편을 빚었어. 만두만 빚었어.,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다.,보람,연아는 뭘 빚었어?,동현,송편을 빚었어.,만두만 빚었어.,-71.45555828414227,-11.909259714023712,17.181429930080725
372,742,Fill18,42,whq-nun-negated,whq,nun,negated,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다. 보람: 연아는 뭘 빚었어? 동현: 송편은 빚었어. 만두는 안 빚었어.,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다.,보람,연아는 뭘 빚었어?,동현,송편은 빚었어.,만두는 안 빚었어.,-88.38286844325225,-12.62612406332175,18.2156465718031
373,743,Fill18,42,whq-nun-repeated,whq,nun,repeated,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다. 보람: 연아는 뭘 빚었어? 동현: 송편은 빚었어. 만두도 빚었어.,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다.,보람,연아는 뭘 빚었어?,동현,송편은 빚었어.,만두도 빚었어.,-75.5148164805425,-12.585802746757084,18.15747520835314
374,744,Fill18,42,whq-nun-contradictory,whq,nun,contradictory,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다. 보람: 연아는 뭘 빚었어? 동현: 송편은 빚었어. 만두만 빚었어.,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다.,보람,연아는 뭘 빚었어?,동현,송편은 빚었어.,만두만 빚었어.,-73.03961343741352,-12.173268906235586,17.562314682433897
375,745,Fill18,42,whq-zero-negated,whq,zero,negated,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다. 보람: 연아는 뭘 빚었어? 동현: 송편 빚었어. 만두는 안 빚었어.,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다.,보람,연아는 뭘 빚었어?,동현,송편 빚었어.,만두는 안 빚었어.,-85.54899564201185,-12.22128509171598,17.631587395108863
376,746,Fill18,42,whq-zero-repeated,whq,zero,repeated,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다. 보람: 연아는 뭘 빚었어? 동현: 송편 빚었어. 만두도 빚었어.,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다.,보람,연아는 뭘 빚었어?,동현,송편 빚었어.,만두도 빚었어.,-74.3206030088877,-12.38676716814795,17.870327566133277
377,747,Fill18,42,whq-zero-contradictory,whq,zero,contradictory,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다. 보람: 연아는 뭘 빚었어? 동현: 송편 빚었어. 만두만 빚었어.,보람이는 연아와 동현이가 송편과 만두를 빚기로 했다는 것을 알고 있습니다.,보람,연아는 뭘 빚었어?,동현,송편 빚었어.,만두만 빚었어.,-71.06602720649872,-11.844337867749786,17.087767504415975
378,757,Fill19,43,whq-acc-negated,whq,acc,negated,아름이는 석현이와 호섭이가 배추김치와 깍두기를 담그기로 했다는 것을 알고 있습니다. 아름: 석현이는 뭘 담갔어? 호섭: 배추김치를 담갔어. 깍두기는 안 담갔어.,아름이는 석현이와 호섭이가 배추김치와 깍두기를 담그기로 했다는 것을 알고 있습니다.,아름,석현이는 뭘 담갔어?,호섭,배추김치를 담갔어.,깍두기는 안 담갔어.,-102.86629871946194,-12.858287339932742,18.55058737964631
379,758,Fill19,43,whq-acc-repeated,whq,acc,repeated,아름이는 석현이와 호섭이가 배추김치와 깍두기를 담그기로 했다는 것을 알고 있습니다. 아름: 석현이는 뭘 담갔어? 호섭: 배추김치를 담갔어. 깍두기도 담갔어.,아름이는 석현이와 호섭이가 배추김치와 깍두기를 담그기로 했다는 것을 알고 있습니다.,아름,석현이는 뭘 담갔어?,호섭,배추김치를 담갔어.,깍두기도 담갔어.,-93.35405936635864,-13.336294195194094,19.24020549924279
380,759,Fill19,43,whq-acc-contradictory,whq,acc,contradictory,아름이는 석현이와 호섭이가 배추김치와 깍두기를 담그기로 했다는 것을 알고 있습니다. 아름: 석현이는 뭘 담갔어? 호섭: 배추김치를 담갔어. 깍두기만 담갔어.,아름이는 석현이와 호섭이가 배추김치와 깍두기를 담그기로 했다는 것을 알고 있습니다.,아름,석현이는 뭘 담갔어?,호섭,배추김치를 담갔어.,깍두기만 담갔어.,-88.13898599513124,-12.591283713590176,18.16538257202252
381,760,Fill19,43,whq-nun-negated,whq,nun,negated,아름이는 석현이와 호섭이가 배추김치와 깍두기를 담그기로 했다는 것을 알고 있습니다. 아름: 석현이는 뭘 담갔어? 호섭: 배추김치는 담갔어. 깍두기는 안 담갔어.,아름이는 석현이와 호섭이가 배추김치와 깍두기를 담그기로 했다는 것을 알고 있습니다.,아름,석현이는 뭘 담갔어?,호섭,배추김치는 담갔어.,깍두기는 안 담갔어.,-105.94673027352036,-13.243341284190045,19.10610279550105
382,761,Fill19,43,whq-nun-repeated,whq,nun,repeated,아름이는 석현이와 호섭이가 배추김치와 깍두기를 담그기로 했다는 것을 알고 있습니다. 아름: 석현이는 뭘 담갔어? 호섭: 배추김치는 담갔어. 깍두기도 담갔어.,아름이는 석현이와 호섭이가 배추김치와 깍두기를 담그기로 했다는 것을 알고 있습니다.,아름,석현이는 뭘 담갔어?,호섭,배추김치는 담갔어.,깍두기도 담갔어.,-95.00182879595752,-13.571689827993932,19.579809611330035
