,q_id,item_id,scenario_id,condition,qform,ws,prompt_no_ws,prompt_ws,ws_description,speakerA,qud,speakerB,acc_response,null_response,nun_response,verbatim_response,vb_one_response,vb_both_response,acc_no_ws,acc_ws,null_no_ws,null_ws,nun_no_ws,nun_ws,verbatim_no_ws,verbatim_ws,vb_one_no_ws,vb_one_ws,vb_both_no_ws,vb_both_ws,acc_no_ws_logprob,acc_ws_logprob,null_no_ws_logprob,null_ws_logprob,nun_no_ws_logprob,nun_ws_logprob,verbatim_no_ws_logprob,verbatim_ws_logprob,vb_one_no_ws_logprob,vb_one_ws_logprob,vb_both_no_ws_logprob,vb_both_ws_logprob
40,41,Crit6,6,WhQ-One,WhQ,One,주현: 상엽이는 뭘 모았어? 민수: ,민수는 상엽이가 인터뷰 자료와 설문 자료 중에 인터뷰 자료만 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: ,민수는 상엽이가 인터뷰 자료와 설문 자료 중에 인터뷰 자료만 모았다고 답하려고 합니다.,주현,상엽이는 뭘 모았어?,민수,인터뷰 자료를 모았어.,인터뷰 자료 모았어.,인터뷰 자료는 모았어.,인터뷰 자료만 모았어.,인터뷰 자료만 모았어.,인터뷰 자료랑 설문 자료를 둘 다 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료를 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료 중에 인터뷰 자료만 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료를 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료 중에 인터뷰 자료만 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료는 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료 중에 인터뷰 자료만 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료는 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료만 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료 중에 인터뷰 자료만 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료만 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료만 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료 중에 인터뷰 자료만 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료만 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료랑 설문 자료를 둘 다 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료 중에 인터뷰 자료만 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료랑 설문 자료를 둘 다 모았어.,-11.429645276691069,-11.1271914393141,-10.337057134898918,-10.504438949132338,-10.461104240194807,-10.125171800598695,-10.579472631295186,-10.548214077310428,-10.579472631295186,-10.548214077310428,-9.837901542354183,-10.086027006204779
41,42,Crit6,6,WhQ-Both,WhQ,Both,주현: 상엽이는 뭘 모았어? 민수: ,민수는 상엽이가 인터뷰 자료와 설문 자료를 둘 다 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: ,민수는 상엽이가 인터뷰 자료와 설문 자료를 둘 다 모았다고 답하려고 합니다.,주현,상엽이는 뭘 모았어?,민수,인터뷰 자료를 모았어.,인터뷰 자료 모았어.,인터뷰 자료는 모았어.,인터뷰 자료랑 설문 자료를 둘 다 모았어.,인터뷰 자료만 모았어.,인터뷰 자료랑 설문 자료를 둘 다 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료를 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료를 둘 다 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료를 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료를 둘 다 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료는 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료를 둘 다 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료는 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료랑 설문 자료를 둘 다 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료를 둘 다 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료랑 설문 자료를 둘 다 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료만 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료를 둘 다 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료만 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료랑 설문 자료를 둘 다 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료를 둘 다 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료랑 설문 자료를 둘 다 모았어.,-11.429645276691069,-11.353719935028156,-10.337057134898918,-10.54192017393532,-10.461104240194807,-10.123874840539504,-9.837901542354183,-10.080548769969369,-10.579472631295186,-10.556677699760174,-9.837901542354183,-10.080548769969369
48,49,Crit7,7,WhQ-One,WhQ,One,영환: 진혁이는 뭘 옮겼어? 지연: ,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: ,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다.,영환,진혁이는 뭘 옮겼어?,지연,탁자를 옮겼어.,탁자 옮겼어.,탁자는 옮겼어.,탁자만 옮겼어.,탁자만 옮겼어.,탁자랑 소파를 둘 다 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자를 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자를 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자는 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자는 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자만 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자만 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자만 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자만 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자랑 소파를 둘 다 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자랑 소파를 둘 다 옮겼어.,-12.799134293606524,-14.190878118530202,-11.783605522224157,-13.106789740462583,-12.755433497869646,-14.207648188217997,-11.553631461241537,-12.548876653593176,-11.553631461241537,-12.548876653593176,-12.119936557859914,-13.298959654684126
49,50,Crit7,7,WhQ-Both,WhQ,Both,영환: 진혁이는 뭘 옮겼어? 지연: ,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: ,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다.,영환,진혁이는 뭘 옮겼어?,지연,탁자를 옮겼어.,탁자 옮겼어.,탁자는 옮겼어.,탁자랑 소파를 둘 다 옮겼어.,탁자만 옮겼어.,탁자랑 소파를 둘 다 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자를 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자를 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자는 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자는 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자랑 소파를 둘 다 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자랑 소파를 둘 다 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자만 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자만 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자랑 소파를 둘 다 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자랑 소파를 둘 다 옮겼어.,-12.799134293606524,-14.278112495849935,-11.783605522224157,-13.122670004666793,-12.755433497869646,-14.265460134872413,-12.119936557859914,-13.18669435918999,-11.553631461241537,-12.588713523903875,-12.119936557859914,-13.18669435918999
56,57,Crit8,8,WhQ-One,WhQ,One,동윤: 재민이는 뭘 맡았어? 석진: ,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: ,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다.,동윤,재민이는 뭘 맡았어?,석진,예산 관리를 맡았어.,예산 관리 맡았어.,예산 관리는 맡았어.,예산 관리만 맡았어.,예산 관리만 맡았어.,예산 관리랑 홍보를 둘 다 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리를 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리를 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리는 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리는 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리만 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리만 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리만 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리만 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리랑 홍보를 둘 다 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리랑 홍보를 둘 다 맡았어.,-11.339163455383154,-11.232444026443329,-10.369422428136321,-10.481152199823647,-11.43321254324266,-11.946411185067037,-10.382903412518328,-10.345251701562155,-10.382903412518328,-10.345251701562155,-9.797938056686428,-10.059884041816236
57,58,Crit8,8,WhQ-Both,WhQ,Both,동윤: 재민이는 뭘 맡았어? 석진: ,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: ,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다.,동윤,재민이는 뭘 맡았어?,석진,예산 관리를 맡았어.,예산 관리 맡았어.,예산 관리는 맡았어.,예산 관리랑 홍보를 둘 다 맡았어.,예산 관리만 맡았어.,예산 관리랑 홍보를 둘 다 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리를 맡았어.,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리를 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리 맡았어.,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리는 맡았어.,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리는 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리랑 홍보를 둘 다 맡았어.,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리랑 홍보를 둘 다 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리만 맡았어.,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리만 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리랑 홍보를 둘 다 맡았어.,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리랑 홍보를 둘 다 맡았어.,-11.339163455383154,-11.526866038548842,-10.369422428136321,-10.728635948017416,-11.43321254324266,-12.120505402201145,-9.797938056686428,-10.157148130600055,-10.382903412518328,-10.672916360816457,-9.797938056686428,-10.157148130600055
64,65,Crit9,9,WhQ-One,WhQ,One,호섭: 석현이는 뭘 팔았어? 아름: ,아름이는 석현이가 반지와 팔찌 중에 반지만 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: ,아름이는 석현이가 반지와 팔찌 중에 반지만 팔았다고 답하려고 합니다.,호섭,석현이는 뭘 팔았어?,아름,반지를 팔았어.,반지 팔았어.,반지는 팔았어.,반지만 팔았어.,반지만 팔았어.,반지랑 팔찌를 둘 다 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지를 팔았어.,아름이는 석현이가 반지와 팔찌 중에 반지만 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지를 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지 팔았어.,아름이는 석현이가 반지와 팔찌 중에 반지만 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지는 팔았어.,아름이는 석현이가 반지와 팔찌 중에 반지만 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지는 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지만 팔았어.,아름이는 석현이가 반지와 팔찌 중에 반지만 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지만 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지만 팔았어.,아름이는 석현이가 반지와 팔찌 중에 반지만 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지만 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지랑 팔찌를 둘 다 팔았어.,아름이는 석현이가 반지와 팔찌 중에 반지만 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지랑 팔찌를 둘 다 팔았어.,-11.91004991266446,-12.766755389064064,-10.330083719250178,-11.361820691646006,-10.709669017875266,-11.421457956206378,-11.411247076326779,-12.632540364321207,-11.411247076326779,-12.632540364321207,-10.410676319234817,-11.477336575889963
65,66,Crit9,9,WhQ-Both,WhQ,Both,호섭: 석현이는 뭘 팔았어? 아름: ,아름이는 석현이가 반지와 팔찌를 둘 다 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: ,아름이는 석현이가 반지와 팔찌를 둘 다 팔았다고 답하려고 합니다.,호섭,석현이는 뭘 팔았어?,아름,반지를 팔았어.,반지 팔았어.,반지는 팔았어.,반지랑 팔찌를 둘 다 팔았어.,반지만 팔았어.,반지랑 팔찌를 둘 다 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지를 팔았어.,아름이는 석현이가 반지와 팔찌를 둘 다 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지를 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지 팔았어.,아름이는 석현이가 반지와 팔찌를 둘 다 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지는 팔았어.,아름이는 석현이가 반지와 팔찌를 둘 다 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지는 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지랑 팔찌를 둘 다 팔았어.,아름이는 석현이가 반지와 팔찌를 둘 다 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지랑 팔찌를 둘 다 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지만 팔았어.,아름이는 석현이가 반지와 팔찌를 둘 다 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지만 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지랑 팔찌를 둘 다 팔았어.,아름이는 석현이가 반지와 팔찌를 둘 다 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지랑 팔찌를 둘 다 팔았어.,-11.91004991266446,-12.839610940409008,-10.330083719250178,-11.380117711462816,-10.709669017875266,-11.544502530922577,-10.410676319234817,-11.441875482178714,-11.411247076326779,-12.501314593263164,-10.410676319234817,-11.441875482178714
72,73,Crit10,10,WhQ-One,WhQ,One,규현: 동준이는 뭘 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다.,규현,동준이는 뭘 시켰어?,성재,칼국수를 시켰어.,칼국수 시켰어.,칼국수는 시켰어.,칼국수만 시켰어.,칼국수만 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수를 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수를 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,-12.856595425189692,-14.45166989736829,-11.472953165135362,-13.067212742560534,-12.267784091631723,-13.554015836600655,-10.906766636619517,-12.394059442575777,-10.906766636619517,-12.394059442575777,-11.970049602563384,-13.034812573445674
73,74,Crit10,10,WhQ-Both,WhQ,Both,규현: 동준이는 뭘 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다.,규현,동준이는 뭘 시켰어?,성재,칼국수를 시켰어.,칼국수 시켰어.,칼국수는 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,칼국수만 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수를 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수를 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,-12.856595425189692,-14.085366672422728,-11.472953165135362,-12.917437372430074,-12.267784091631723,-13.438236549660399,-11.970049602563384,-12.810005421117392,-10.906766636619517,-12.181781142741967,-11.970049602563384,-12.810005421117392
80,81,Crit11,11,WhQ-One,WhQ,One,하영: 범수는 뭘 이겼어? 승우: ,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: ,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다.,하영,범수는 뭘 이겼어?,승우,달리기를 이겼어.,달리기 이겼어.,달리기는 이겼어.,달리기만 이겼어.,달리기만 이겼어.,달리기랑 멀리뛰기를 둘 다 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기를 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기를 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기는 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기는 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기만 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기만 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기만 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기만 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기랑 멀리뛰기를 둘 다 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기랑 멀리뛰기를 둘 다 이겼어.,-12.410590649154036,-14.017447474260432,-11.223135872030001,-13.093897447742515,-12.572968743722228,-13.721538810538462,-12.023827962950692,-14.134477044260644,-12.023827962950692,-14.134477044260644,-11.375685752077791,-12.66536683751991
