,q_id,item_id,scenario_id,condition,qform,ws,prompt_no_ws,prompt_ws,ws_description,speakerA,qud,speakerB,acc_response,null_response,nun_response,verbatim_response,vb_one_response,vb_both_response,acc_no_ws,acc_ws,null_no_ws,null_ws,nun_no_ws,nun_ws,verbatim_no_ws,verbatim_ws,vb_one_no_ws,vb_one_ws,vb_both_no_ws,vb_both_ws,acc_no_ws_logprob,acc_ws_logprob,null_no_ws_logprob,null_ws_logprob,nun_no_ws_logprob,nun_ws_logprob,verbatim_no_ws_logprob,verbatim_ws_logprob,vb_one_no_ws_logprob,vb_one_ws_logprob,vb_both_no_ws_logprob,vb_both_ws_logprob
40,41,Crit6,6,WhQ-One,WhQ,One,주현: 상엽이는 뭘 모았어? 민수: ,민수는 상엽이가 인터뷰 자료와 설문 자료 중에 인터뷰 자료만 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: ,민수는 상엽이가 인터뷰 자료와 설문 자료 중에 인터뷰 자료만 모았다고 답하려고 합니다.,주현,상엽이는 뭘 모았어?,민수,인터뷰 자료를 모았어.,인터뷰 자료 모았어.,인터뷰 자료는 모았어.,인터뷰 자료만 모았어.,인터뷰 자료만 모았어.,인터뷰 자료랑 설문 자료를 둘 다 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료를 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료 중에 인터뷰 자료만 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료를 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료 중에 인터뷰 자료만 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료는 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료 중에 인터뷰 자료만 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료는 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료만 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료 중에 인터뷰 자료만 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료만 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료만 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료 중에 인터뷰 자료만 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료만 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료랑 설문 자료를 둘 다 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료 중에 인터뷰 자료만 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료랑 설문 자료를 둘 다 모았어.,-10.655205704842517,-11.24088816291308,-9.51429380656425,-10.111974633118423,-10.369896401988912,-11.023101036825466,-10.014659837250697,-10.584634462032977,-10.014659837250697,-10.584634462032977,-9.428514429718065,-10.017549645986854
41,42,Crit6,6,WhQ-Both,WhQ,Both,주현: 상엽이는 뭘 모았어? 민수: ,민수는 상엽이가 인터뷰 자료와 설문 자료를 둘 다 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: ,민수는 상엽이가 인터뷰 자료와 설문 자료를 둘 다 모았다고 답하려고 합니다.,주현,상엽이는 뭘 모았어?,민수,인터뷰 자료를 모았어.,인터뷰 자료 모았어.,인터뷰 자료는 모았어.,인터뷰 자료랑 설문 자료를 둘 다 모았어.,인터뷰 자료만 모았어.,인터뷰 자료랑 설문 자료를 둘 다 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료를 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료를 둘 다 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료를 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료를 둘 다 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료는 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료를 둘 다 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료는 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료랑 설문 자료를 둘 다 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료를 둘 다 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료랑 설문 자료를 둘 다 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료만 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료를 둘 다 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료만 모았어.,주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료랑 설문 자료를 둘 다 모았어.,민수는 상엽이가 인터뷰 자료와 설문 자료를 둘 다 모았다고 답하려고 합니다. 주현: 상엽이는 뭘 모았어? 민수: 인터뷰 자료랑 설문 자료를 둘 다 모았어.,-10.655205704842517,-11.40809549364761,-9.51429380656425,-10.168437316462294,-10.369896401988912,-11.183290330837243,-9.428514429718065,-10.148052578812196,-10.014659837250697,-10.559845740339789,-9.428514429718065,-10.148052578812196
48,49,Crit7,7,WhQ-One,WhQ,One,영환: 진혁이는 뭘 옮겼어? 지연: ,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: ,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다.,영환,진혁이는 뭘 옮겼어?,지연,탁자를 옮겼어.,탁자 옮겼어.,탁자는 옮겼어.,탁자만 옮겼어.,탁자만 옮겼어.,탁자랑 소파를 둘 다 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자를 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자를 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자는 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자는 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자만 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자만 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자만 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자만 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자랑 소파를 둘 다 옮겼어.,지연이는 진혁이가 탁자와 소파 중에 탁자만 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자랑 소파를 둘 다 옮겼어.,-12.203476899447795,-12.674531644934495,-10.557332016891356,-10.58538775585171,-11.747844052566233,-12.48276963569312,-10.361780189725033,-10.149118045413111,-10.361780189725033,-10.149118045413111,-10.474676933459088,-11.426399224629044
49,50,Crit7,7,WhQ-Both,WhQ,Both,영환: 진혁이는 뭘 옮겼어? 지연: ,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: ,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다.,영환,진혁이는 뭘 옮겼어?,지연,탁자를 옮겼어.,탁자 옮겼어.,탁자는 옮겼어.,탁자랑 소파를 둘 다 옮겼어.,탁자만 옮겼어.,탁자랑 소파를 둘 다 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자를 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자를 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자는 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자는 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자랑 소파를 둘 다 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자랑 소파를 둘 다 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자만 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자만 옮겼어.,영환: 진혁이는 뭘 옮겼어? 지연: 탁자랑 소파를 둘 다 옮겼어.,지연이는 진혁이가 탁자와 소파를 둘 다 옮겼다고 답하려고 합니다. 영환: 진혁이는 뭘 옮겼어? 지연: 탁자랑 소파를 둘 다 옮겼어.,-12.203476899447795,-12.725827913432784,-10.557332016891356,-10.464566436484484,-11.747844052566233,-12.339587686300257,-10.474676933459088,-11.673996136923373,-10.361780189725033,-10.155384259892974,-10.474676933459088,-11.673996136923373
56,57,Crit8,8,WhQ-One,WhQ,One,동윤: 재민이는 뭘 맡았어? 석진: ,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: ,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다.,동윤,재민이는 뭘 맡았어?,석진,예산 관리를 맡았어.,예산 관리 맡았어.,예산 관리는 맡았어.,예산 관리만 맡았어.,예산 관리만 맡았어.,예산 관리랑 홍보를 둘 다 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리를 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리를 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리는 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리는 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리만 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리만 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리만 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리만 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리랑 홍보를 둘 다 맡았어.,석진이는 재민이가 예산 관리와 홍보 중에 예산 관리만 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리랑 홍보를 둘 다 맡았어.,-9.49448016579655,-9.620589625765039,-8.727605811129994,-8.949987766938362,-9.704490009003921,-9.728511243671395,-8.776031656990314,-8.907575814025622,-8.776031656990314,-8.907575814025622,-9.61023137645414,-10.128981678508387
57,58,Crit8,8,WhQ-Both,WhQ,Both,동윤: 재민이는 뭘 맡았어? 석진: ,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: ,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다.,동윤,재민이는 뭘 맡았어?,석진,예산 관리를 맡았어.,예산 관리 맡았어.,예산 관리는 맡았어.,예산 관리랑 홍보를 둘 다 맡았어.,예산 관리만 맡았어.,예산 관리랑 홍보를 둘 다 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리를 맡았어.,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리를 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리 맡았어.,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리는 맡았어.,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리는 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리랑 홍보를 둘 다 맡았어.,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리랑 홍보를 둘 다 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리만 맡았어.,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리만 맡았어.,동윤: 재민이는 뭘 맡았어? 석진: 예산 관리랑 홍보를 둘 다 맡았어.,석진이는 재민이가 예산 관리와 홍보를 둘 다 맡았다고 답하려고 합니다. 동윤: 재민이는 뭘 맡았어? 석진: 예산 관리랑 홍보를 둘 다 맡았어.,-9.49448016579655,-9.733616430247809,-8.727605811129994,-8.843895087440886,-9.704490009003921,-10.018345603087377,-9.61023137645414,-10.57197090035003,-8.776031656990314,-8.89053252401794,-9.61023137645414,-10.57197090035003
64,65,Crit9,9,WhQ-One,WhQ,One,호섭: 석현이는 뭘 팔았어? 아름: ,아름이는 석현이가 반지와 팔찌 중에 반지만 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: ,아름이는 석현이가 반지와 팔찌 중에 반지만 팔았다고 답하려고 합니다.,호섭,석현이는 뭘 팔았어?,아름,반지를 팔았어.,반지 팔았어.,반지는 팔았어.,반지만 팔았어.,반지만 팔았어.,반지랑 팔찌를 둘 다 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지를 팔았어.,아름이는 석현이가 반지와 팔찌 중에 반지만 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지를 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지 팔았어.,아름이는 석현이가 반지와 팔찌 중에 반지만 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지는 팔았어.,아름이는 석현이가 반지와 팔찌 중에 반지만 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지는 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지만 팔았어.,아름이는 석현이가 반지와 팔찌 중에 반지만 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지만 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지만 팔았어.,아름이는 석현이가 반지와 팔찌 중에 반지만 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지만 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지랑 팔찌를 둘 다 팔았어.,아름이는 석현이가 반지와 팔찌 중에 반지만 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지랑 팔찌를 둘 다 팔았어.,-10.344786997036545,-10.755614511033015,-8.41883797690426,-8.503854052442952,-9.700314436117138,-10.113110892829686,-8.89752723454187,-9.915403361887579,-8.89752723454187,-9.915403361887579,-8.605769164337884,-9.492641811750838
65,66,Crit9,9,WhQ-Both,WhQ,Both,호섭: 석현이는 뭘 팔았어? 아름: ,아름이는 석현이가 반지와 팔찌를 둘 다 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: ,아름이는 석현이가 반지와 팔찌를 둘 다 팔았다고 답하려고 합니다.,호섭,석현이는 뭘 팔았어?,아름,반지를 팔았어.,반지 팔았어.,반지는 팔았어.,반지랑 팔찌를 둘 다 팔았어.,반지만 팔았어.,반지랑 팔찌를 둘 다 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지를 팔았어.,아름이는 석현이가 반지와 팔찌를 둘 다 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지를 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지 팔았어.,아름이는 석현이가 반지와 팔찌를 둘 다 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지는 팔았어.,아름이는 석현이가 반지와 팔찌를 둘 다 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지는 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지랑 팔찌를 둘 다 팔았어.,아름이는 석현이가 반지와 팔찌를 둘 다 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지랑 팔찌를 둘 다 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지만 팔았어.,아름이는 석현이가 반지와 팔찌를 둘 다 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지만 팔았어.,호섭: 석현이는 뭘 팔았어? 아름: 반지랑 팔찌를 둘 다 팔았어.,아름이는 석현이가 반지와 팔찌를 둘 다 팔았다고 답하려고 합니다. 호섭: 석현이는 뭘 팔았어? 아름: 반지랑 팔찌를 둘 다 팔았어.,-10.344786997036545,-10.929113448653764,-8.41883797690426,-8.648807348503468,-9.700314436117138,-10.40586511444081,-8.605769164337884,-9.911068087324344,-8.89752723454187,-9.573182569676653,-8.605769164337884,-9.911068087324344
72,73,Crit10,10,WhQ-One,WhQ,One,규현: 동준이는 뭘 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다.,규현,동준이는 뭘 시켰어?,성재,칼국수를 시켰어.,칼국수 시켰어.,칼국수는 시켰어.,칼국수만 시켰어.,칼국수만 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수를 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수를 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비 중에 칼국수만 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,-12.5174843740008,-13.01446081364703,-10.451223735628176,-11.331539730010975,-11.457307182612281,-12.161281774151421,-10.91645598047111,-11.34306324900351,-10.91645598047111,-11.34306324900351,-10.241523398990369,-11.038572885317862
73,74,Crit10,10,WhQ-Both,WhQ,Both,규현: 동준이는 뭘 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: ,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다.,규현,동준이는 뭘 시켰어?,성재,칼국수를 시켰어.,칼국수 시켰어.,칼국수는 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,칼국수만 시켰어.,칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수를 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수를 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수는 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수만 시켰어.,규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,성재는 동준이가 칼국수와 수제비를 둘 다 시켰다고 답하려고 합니다. 규현: 동준이는 뭘 시켰어? 성재: 칼국수랑 수제비를 둘 다 시켰어.,-12.5174843740008,-13.05511359546692,-10.451223735628176,-11.085654583891108,-11.457307182612281,-12.041392108247447,-10.241523398990369,-11.639294868305802,-10.91645598047111,-11.313723654822407,-10.241523398990369,-11.639294868305802
80,81,Crit11,11,WhQ-One,WhQ,One,하영: 범수는 뭘 이겼어? 승우: ,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: ,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다.,하영,범수는 뭘 이겼어?,승우,달리기를 이겼어.,달리기 이겼어.,달리기는 이겼어.,달리기만 이겼어.,달리기만 이겼어.,달리기랑 멀리뛰기를 둘 다 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기를 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기를 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기는 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기는 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기만 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기만 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기만 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기만 이겼어.,하영: 범수는 뭘 이겼어? 승우: 달리기랑 멀리뛰기를 둘 다 이겼어.,승우는 범수가 달리기와 멀리뛰기 중에 달리기만 이겼다고 답하려고 합니다. 하영: 범수는 뭘 이겼어? 승우: 달리기랑 멀리뛰기를 둘 다 이겼어.,-10.939170510355822,-11.667383051970221,-9.078039129866575,-9.860151628350618,-10.41127549822206,-11.146838559143314,-10.996673530913862,-11.916902530681641,-10.996673530913862,-11.916902530681641,-9.665442205655156,-10.839939790486172
