q_id,item_id,scenario_id,condition,qform,ws,prompt_no_ws,prompt_ws,ws_description,speakerA,qud,speakerB,acc_response,null_response,nun_response,verbatim_response,vb_one_response,vb_both_response,chat_question_simple,chat_question_full,acc_null_v1,acc_null_v2,nun_null_v1,nun_null_v2,acc_null_v1_response,acc_null_v1_coded,acc_null_v2_response,acc_null_v2_coded,acc_null_coded,nun_null_v1_response,nun_null_v1_coded,nun_null_v2_response,nun_null_v2_coded,nun_null_coded
11,Crit2,2,LinkedWhQ-One,LinkedWhQ,One,연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜:,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜:,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다.,연우,성호는 전공 수업이랑 실습 수업 중에 뭘 들었어?,지혜,전공 수업을 들었어.,전공 수업 들었어.,전공 수업은 들었어.,전공 수업만 들었어.,전공 수업만 들었어.,전공 수업이랑 실습 수업을 둘 다 들었어.,아래에 주어진 두 개의 문장들 중 지혜가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 지혜가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 지혜가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업을 들었어. 전공 수업 들었어.,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업 들었어. 전공 수업을 들었어.,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업은 들었어. 전공 수업 들었어.,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업 들었어. 전공 수업은 들었어.,전공 수업을 들었어.,lul,전공 수업 들었어.,zero,random,전공 수업은 들었어.,nun,전공 수업 들었어.,zero,random
12,Crit2,2,LinkedWhQ-Both,LinkedWhQ,Both,연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜:,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜:,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다.,연우,성호는 전공 수업이랑 실습 수업 중에 뭘 들었어?,지혜,전공 수업을 들었어.,전공 수업 들었어.,전공 수업은 들었어.,전공 수업이랑 실습 수업을 둘 다 들었어.,전공 수업만 들었어.,전공 수업이랑 실습 수업을 둘 다 들었어.,아래에 주어진 두 개의 문장들 중 지혜가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 지혜가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 지혜가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업을 들었어. 전공 수업 들었어.,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업 들었어. 전공 수업을 들었어.,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업은 들었어. 전공 수업 들었어.,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 중에 뭘 들었어? 지혜: 전공 수업 들었어. 전공 수업은 들었어.,전공 수업을 들었어.,lul,전공 수업을 들었어.,lul,lul,전공 수업 들었어.,zero,전공 수업은 들었어.,nun,random
13,Crit2,2,DQ-One,DQ,One,연우: 성호는 전공 수업이나 실습 수업 들었어? 지혜:,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이나 실습 수업 들었어? 지혜:,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다.,연우,성호는 전공 수업이나 실습 수업 들었어?,지혜,전공 수업을 들었어.,전공 수업 들었어.,전공 수업은 들었어.,전공 수업만 들었어.,전공 수업만 들었어.,전공 수업이랑 실습 수업을 둘 다 들었어.,아래에 주어진 두 개의 문장들 중 지혜가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 지혜가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 지혜가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이나 실습 수업 들었어? 지혜: 전공 수업을 들었어. 전공 수업 들었어.,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이나 실습 수업 들었어? 지혜: 전공 수업 들었어. 전공 수업을 들었어.,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이나 실습 수업 들었어? 지혜: 전공 수업은 들었어. 전공 수업 들었어.,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이나 실습 수업 들었어? 지혜: 전공 수업 들었어. 전공 수업은 들었어.,전공 수업을 들었어.,lul,전공 수업 들었어.,zero,random,전공 수업은 들었어.,nun,전공 수업 들었어.,zero,random
14,Crit2,2,DQ-Both,DQ,Both,연우: 성호는 전공 수업이나 실습 수업 들었어? 지혜:,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이나 실습 수업 들었어? 지혜:,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다.,연우,성호는 전공 수업이나 실습 수업 들었어?,지혜,전공 수업을 들었어.,전공 수업 들었어.,전공 수업은 들었어.,전공 수업이랑 실습 수업을 둘 다 들었어.,전공 수업만 들었어.,전공 수업이랑 실습 수업을 둘 다 들었어.,아래에 주어진 두 개의 문장들 중 지혜가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 지혜가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 지혜가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이나 실습 수업 들었어? 지혜: 전공 수업을 들었어. 전공 수업 들었어.,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이나 실습 수업 들었어? 지혜: 전공 수업 들었어. 전공 수업을 들었어.,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이나 실습 수업 들었어? 지혜: 전공 수업은 들었어. 전공 수업 들었어.,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이나 실습 수업 들었어? 지혜: 전공 수업 들었어. 전공 수업은 들었어.,전공 수업을 들었어.,lul,전공 수업을 들었어.,lul,lul,전공 수업은 들었어.,nun,전공 수업은 들었어.,nun,nun
15,Crit2,2,CQ-One,CQ,One,연우: 성호는 전공 수업이랑 실습 수업 들었어? 지혜:,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 들었어? 지혜:,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다.,연우,성호는 전공 수업이랑 실습 수업 들었어?,지혜,전공 수업을 들었어.,전공 수업 들었어.,전공 수업은 들었어.,전공 수업만 들었어.,전공 수업만 들었어.,전공 수업이랑 실습 수업을 둘 다 들었어.,아래에 주어진 두 개의 문장들 중 지혜가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 지혜가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 지혜가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 들었어? 지혜: 전공 수업을 들었어. 전공 수업 들었어.,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 들었어? 지혜: 전공 수업 들었어. 전공 수업을 들었어.,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 들었어? 지혜: 전공 수업은 들었어. 전공 수업 들었어.,지혜는 성호가 전공 수업과 실습 수업 중에 전공 수업만 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 들었어? 지혜: 전공 수업 들었어. 전공 수업은 들었어.,전공 수업을 들었어.,lul,전공 수업 들었어.,zero,random,전공 수업은 들었어.,nun,전공 수업은 들었어.,nun,nun
16,Crit2,2,CQ-Both,CQ,Both,연우: 성호는 전공 수업이랑 실습 수업 들었어? 지혜:,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 들었어? 지혜:,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다.,연우,성호는 전공 수업이랑 실습 수업 들었어?,지혜,전공 수업을 들었어.,전공 수업 들었어.,전공 수업은 들었어.,전공 수업이랑 실습 수업을 둘 다 들었어.,전공 수업만 들었어.,전공 수업이랑 실습 수업을 둘 다 들었어.,아래에 주어진 두 개의 문장들 중 지혜가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 지혜가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 지혜가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 들었어? 지혜: 전공 수업을 들었어. 전공 수업 들었어.,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 들었어? 지혜: 전공 수업 들었어. 전공 수업을 들었어.,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 들었어? 지혜: 전공 수업은 들었어. 전공 수업 들었어.,지혜는 성호가 전공 수업과 실습 수업을 둘 다 들었다고 답하려고 합니다. 연우: 성호는 전공 수업이랑 실습 수업 들었어? 지혜: 전공 수업 들었어. 전공 수업은 들었어.,전공 수업을 들었어.,lul,전공 수업 들었어.,zero,random,전공 수업은 들었어.,nun,전공 수업은 들었어.,nun,nun
17,Crit3,3,WhQ-One,WhQ,One,창욱: 태연이는 뭘 잡았어? 나영:,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 뭘 잡았어? 나영:,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다.,창욱,태연이는 뭘 잡았어?,나영,잉어를 잡았어.,잉어 잡았어.,잉어는 잡았어.,잉어만 잡았어.,잉어만 잡았어.,잉어랑 메기를 둘 다 잡았어.,아래에 주어진 두 개의 문장들 중 나영이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 나영이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 나영이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어를 잡았어. 잉어 잡았어.,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어 잡았어. 잉어를 잡았어.,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어는 잡았어. 잉어 잡았어.,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어 잡았어. 잉어는 잡았어.,잉어를 잡았어.,lul,잉어를 잡았어.,lul,lul,잉어 잡았어.,zero,잉어 잡았어.,zero,zero
18,Crit3,3,WhQ-Both,WhQ,Both,창욱: 태연이는 뭘 잡았어? 나영:,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 뭘 잡았어? 나영:,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다.,창욱,태연이는 뭘 잡았어?,나영,잉어를 잡았어.,잉어 잡았어.,잉어는 잡았어.,잉어랑 메기를 둘 다 잡았어.,잉어만 잡았어.,잉어랑 메기를 둘 다 잡았어.,아래에 주어진 두 개의 문장들 중 나영이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 나영이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 나영이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어를 잡았어. 잉어 잡았어.,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어 잡았어. 잉어를 잡았어.,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어는 잡았어. 잉어 잡았어.,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 뭘 잡았어? 나영: 잉어 잡았어. 잉어는 잡았어.,잉어를 잡았어.,lul,잉어를 잡았어.,lul,lul,잉어 잡았어.,zero,잉어 잡았어.,zero,zero
19,Crit3,3,LinkedWhQ-One,LinkedWhQ,One,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영:,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영:,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다.,창욱,태연이는 잉어랑 메기 중에 뭘 잡았어?,나영,잉어를 잡았어.,잉어 잡았어.,잉어는 잡았어.,잉어만 잡았어.,잉어만 잡았어.,잉어랑 메기를 둘 다 잡았어.,아래에 주어진 두 개의 문장들 중 나영이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 나영이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 나영이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어를 잡았어. 잉어 잡았어.,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어 잡았어. 잉어를 잡았어.,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어는 잡았어. 잉어 잡았어.,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어 잡았어. 잉어는 잡았어.,잉어를 잡았어.,lul,잉어 잡았어.,zero,random,잉어 잡았어.,zero,잉어 잡았어.,zero,zero
20,Crit3,3,LinkedWhQ-Both,LinkedWhQ,Both,창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영:,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영:,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다.,창욱,태연이는 잉어랑 메기 중에 뭘 잡았어?,나영,잉어를 잡았어.,잉어 잡았어.,잉어는 잡았어.,잉어랑 메기를 둘 다 잡았어.,잉어만 잡았어.,잉어랑 메기를 둘 다 잡았어.,아래에 주어진 두 개의 문장들 중 나영이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 나영이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 나영이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어를 잡았어. 잉어 잡았어.,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어 잡았어. 잉어를 잡았어.,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어는 잡았어. 잉어 잡았어.,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 중에 뭘 잡았어? 나영: 잉어 잡았어. 잉어는 잡았어.,잉어를 잡았어.,lul,잉어를 잡았어.,lul,lul,잉어 잡았어.,zero,잉어 잡았어.,zero,zero
21,Crit3,3,DQ-One,DQ,One,창욱: 태연이는 잉어나 메기 잡았어? 나영:,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어나 메기 잡았어? 나영:,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다.,창욱,태연이는 잉어나 메기 잡았어?,나영,잉어를 잡았어.,잉어 잡았어.,잉어는 잡았어.,잉어만 잡았어.,잉어만 잡았어.,잉어랑 메기를 둘 다 잡았어.,아래에 주어진 두 개의 문장들 중 나영이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 나영이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 나영이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어나 메기 잡았어? 나영: 잉어를 잡았어. 잉어 잡았어.,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어나 메기 잡았어? 나영: 잉어 잡았어. 잉어를 잡았어.,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어나 메기 잡았어? 나영: 잉어는 잡았어. 잉어 잡았어.,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어나 메기 잡았어? 나영: 잉어 잡았어. 잉어는 잡았어.,잉어를 잡았어.,lul,잉어 잡았어.,zero,random,잉어는 잡았어.,nun,잉어 잡았어.,zero,random
22,Crit3,3,DQ-Both,DQ,Both,창욱: 태연이는 잉어나 메기 잡았어? 나영:,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어나 메기 잡았어? 나영:,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다.,창욱,태연이는 잉어나 메기 잡았어?,나영,잉어를 잡았어.,잉어 잡았어.,잉어는 잡았어.,잉어랑 메기를 둘 다 잡았어.,잉어만 잡았어.,잉어랑 메기를 둘 다 잡았어.,아래에 주어진 두 개의 문장들 중 나영이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 나영이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 나영이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어나 메기 잡았어? 나영: 잉어를 잡았어. 잉어 잡았어.,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어나 메기 잡았어? 나영: 잉어 잡았어. 잉어를 잡았어.,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어나 메기 잡았어? 나영: 잉어는 잡았어. 잉어 잡았어.,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어나 메기 잡았어? 나영: 잉어 잡았어. 잉어는 잡았어.,잉어를 잡았어.,lul,잉어를 잡았어.,lul,lul,잉어는 잡았어.,nun,잉어는 잡았어.,nun,nun
23,Crit3,3,CQ-One,CQ,One,창욱: 태연이는 잉어랑 메기 잡았어? 나영:,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 잡았어? 나영:,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다.,창욱,태연이는 잉어랑 메기 잡았어?,나영,잉어를 잡았어.,잉어 잡았어.,잉어는 잡았어.,잉어만 잡았어.,잉어만 잡았어.,잉어랑 메기를 둘 다 잡았어.,아래에 주어진 두 개의 문장들 중 나영이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 나영이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 나영이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 잡았어? 나영: 잉어를 잡았어. 잉어 잡았어.,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 잡았어? 나영: 잉어 잡았어. 잉어를 잡았어.,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 잡았어? 나영: 잉어는 잡았어. 잉어 잡았어.,나영이는 태연이가 잉어와 메기 중에 잉어만 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 잡았어? 나영: 잉어 잡았어. 잉어는 잡았어.,잉어를 잡았어.,lul,잉어 잡았어.,zero,random,잉어는 잡았어.,nun,잉어 잡았어.,zero,random
24,Crit3,3,CQ-Both,CQ,Both,창욱: 태연이는 잉어랑 메기 잡았어? 나영:,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 잡았어? 나영:,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다.,창욱,태연이는 잉어랑 메기 잡았어?,나영,잉어를 잡았어.,잉어 잡았어.,잉어는 잡았어.,잉어랑 메기를 둘 다 잡았어.,잉어만 잡았어.,잉어랑 메기를 둘 다 잡았어.,아래에 주어진 두 개의 문장들 중 나영이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 나영이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 나영이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 잡았어? 나영: 잉어를 잡았어. 잉어 잡았어.,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 잡았어? 나영: 잉어 잡았어. 잉어를 잡았어.,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 잡았어? 나영: 잉어는 잡았어. 잉어 잡았어.,나영이는 태연이가 잉어와 메기를 둘 다 잡았다고 답하려고 합니다. 창욱: 태연이는 잉어랑 메기 잡았어? 나영: 잉어 잡았어. 잉어는 잡았어.,"네, 잉어랑 메기 둘 다 잡았어.",both,잉어 잡았어.,zero,random,잉어는 잡았어.,nun,잉어 잡았어.,zero,random
25,Crit4,4,WhQ-One,WhQ,One,지윤: 슬기는 뭘 샀어? 태우:,태우는 슬기가 신발만 샀다고 답하려고 합니다. 지윤: 슬기는 뭘 샀어? 태우:,태우는 슬기가 신발만 샀다고 답하려고 합니다.,지윤,슬기는 뭘 샀어?,태우,신발을 샀어.,신발 샀어.,신발은 샀어.,신발만 샀어.,신발만 샀어.,신발이랑 가방을 둘 다 샀어.,아래에 주어진 두 개의 문장들 중 태우가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 태우가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 태우가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,태우는 슬기가 신발만 샀다고 답하려고 합니다. 지윤: 슬기는 뭘 샀어? 태우: 신발을 샀어. 신발 샀어.,태우는 슬기가 신발만 샀다고 답하려고 합니다. 지윤: 슬기는 뭘 샀어? 태우: 신발 샀어. 신발을 샀어.,태우는 슬기가 신발만 샀다고 답하려고 합니다. 지윤: 슬기는 뭘 샀어? 태우: 신발은 샀어. 신발 샀어.,태우는 슬기가 신발만 샀다고 답하려고 합니다. 지윤: 슬기는 뭘 샀어? 태우: 신발 샀어. 신발은 샀어.,신발 샀어.,zero,신발을 샀어.,lul,random,신발 샀어.,zero,신발 샀어.,zero,zero
